Text 1	Text 2	Text 3	Sound 3	Picture 3	Text 4	Sound 4	Category 1	Text 6	Text 5	Extra Info
她|tā|0	<size 1.7><center>她</center></size>	<font size=5>tā|elle</font>|<font size=4><i>« &#69;&#108;&#108;&#101; &#97; 25 &#97;&#110;&#115;. »</i></font>	a9d2b00eace06e701519fe9966e7e16d.m4a		|<font size=9><color yellow>&#22905;</color>&#20108;&#21313;&#20116;&#23681;。</font>	a10a0f9c7612f8164b81efc7e688a9dd.m4a	1		她	<font size=12>她</font> (tā)|Mots associés :|她的　 [tāde] son…|她们　 [tāmen] elles|她们的 [tāmende] leur (possesseur…
她们|tāmen|0	<size 1.7><center>她们</center></size>	<font size=5>tāmen|elles</font>|<font size=4><i>« &#69;&#108;&#108;&#101;&#115; &#110;&#101; &#115;&#111;&#110;&#116; &#112;&#97;&#115; &#97;&#109;&#105;&#101;&#115;. »</i></font>	f7daacb838a7bb5b3a4c98ba10583881.m4a		|<font size=9><color yellow>&#22905;&#20204;</color>&#19981;&#26159;&#26379;&#21451;。</font>	6c3d429a90de948ba81dddf8484195a0.m4a	1		她们	<font size=12>她们</font> (tāmen)|Confusions possibles :|他们 [tāmen] ils, eux|它们 [tāmen] ils, elles (neutre)||Mots associés :|她的　 [tāde] son…|她　　 [tā] elle|她们的 [tāmende] leur (possesseur…|它们　 [tāmen] ils…|你们的 [nǐmende] votre…|它们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos|们　　 [men] [suffixe du pluriel]|他们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们　 [wǒmen] nous|你们　 [nǐmen] vous (pluriel)
她们的|tāmende|0	<size 1.7><center>她们的</center></size>	<center><font size=6>tāmende|leur (possesseur féminin)</font></center>	0c98d285db89031e631166531cee2d98.m4a				0		她们的	<font size=12>她们的</font> (tāmende)|Confusions possibles :|他们的 [tāmende] leur (possesseur…|它们的 [tāmende] leur (possesseur…||Mots associés :|她的　 [tāde] son…|她　　 [tā] elle|她们　 [tāmen] elles|它们　 [tāmen] ils…|你们的 [nǐmende] votre…|它们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos|们　　 [men] [suffixe du pluriel]|他们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们　 [wǒmen] nous|你们　 [nǐmen] vous (pluriel)|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|你的　 [nǐde] ton, tes|它的　 [tāde] son…|我的　 [wǒde] mon, mes
她的|tāde|0	<size 1.7><center>她的</center></size>	<center><font size=6>tāde|son, sa, ses (possesseur féminin)</font></center>	c03e0bb39977e9d930508c6437ed7662.m4a				0		她的	<font size=12>她的</font> (tāde)|Confusions possibles :|他的 [tāde] son…|它的 [tāde] son…||Mots associés :|她　　 [tā] elle|她们　 [tāmen] elles|她们的 [tāmende] leur (possesseur…|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|它们的 [tāmende] leur (possesseur…|你的　 [nǐde] ton, tes|它的　 [tāde] son…|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|我的　 [wǒde] mon, mes|我们的 [wǒmende] notre, nos
好|hǎo|0	<size 1.7><center>好</center></size>	<center><font size=6>hǎo|(être) bien, bon, d'accord</font></center>	b604a1c4c8db1a5ccf7c0e3a5df79c2e.m4a				0		好	<font size=12>好</font> (hǎo)|Mots associés :|大家好 [dàjiā hǎo] bonjour tout l…|你好　 [nǐhǎo] bonjour|不好　 [bùhǎo] (être) mauvais…
妈妈|māma|0	<size 1.7><center>妈妈</center></size>	<font size=5>māma|maman</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font>	ce01569dec2a343f0336937ddf54509b.m4a		|<font size=9>&#25105;&#30340;<color yellow>&#22920;&#22920;</color>&#26377;&#20004;&#20010;&#22992;&#22992;&#21644;&#22235;&#20010;&#24351;&#24351;。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1		妈妈	<font size=12>妈妈</font> (māma)|Confusions possibles :|吗 [ma] [interrogation]|码 [mǎ] code, codage||
妹妹|mèimei|0	<size 1.7><center>妹妹</center></size>	<font size=5>mèimei|petite sœur</font>|<font size=4><i>« &#83;&#97; (&#112;&#101;&#116;&#105;&#116;&#101;) &#115;&#339;&#117;&#114; &#106;&#117;&#109;&#101;&#108;&#108;&#101; &#110;'&#97; &#112;&#97;&#115; &#100;&#101; &#116;&#114;&#97;&#118;&#97;&#105;&#108;, &#101;&#108;&#108;&#101; &#101;&#115;&#116; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#101;. »</i></font>	51448c032997d41d9b055a19822dc0c2.m4a		|<font size=9>&#20182;&#30340;&#21452;&#32990;&#32974;<color yellow>&#22969;&#22969;</color>&#27809;&#26377;&#24037;&#20316;，&#22905;&#26159;&#22823;&#23398;&#29983;。</font>	39794e975b850ea5bafefe7f5d8bb634.m4a	1		妹妹	<font size=12>妹妹</font> (mèimei)|Confusions possibles :|没 [méi] ne pas (avoir)||Mots associés :|姐妹 [jiěmèi] sœurs
姐妹|jiěmèi|0	<size 1.7><center>姐妹</center></size>	<font size=5>jiěmèi|sœurs</font>|<font size=4><i>« &#74;&#101; &#110;'&#97;&#105; &#110;&#105; &#102;&#114;&#232;&#114;&#101; &#110;&#105; &#115;&#339;&#117;&#114;. »</i></font>	0942ee580da13c60be3a2a34c648f7a4.m4a		|<font size=9>&#25105;&#27809;&#26377;&#20804;&#24351;<color yellow>&#22992;&#22969;</color>。</font>	124e040db6bff25f758d6e3d26594ea5.m4a	1		姐妹	<font size=12>姐妹</font> (jiěmèi)||Mots associés :|姐姐 [jiějie] grande sœur|妹妹 [mèimei] petite sœur
姐姐|jiějie|0	<size 1.7><center>姐姐</center></size>	<font size=5>jiějie|grande sœur</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font>	b9891121a82c25d19a49343b936259d3.m4a		|<font size=9>&#25105;&#30340;&#22920;&#22920;&#26377;&#20004;&#20010;<color yellow>&#22992;&#22992;</color>&#21644;&#22235;&#20010;&#24351;&#24351;。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1		姐姐	<font size=12>姐姐</font> (jiějie)||Mots associés :|姐妹 [jiěmèi] sœurs
学|xué|0	<size 1.7><center>学</center></size>	<font size=5>xué|apprendre, étudier, suffixe -ologie</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>	bdb99d0c15e0d474bedf39a816aa1a6d.m4a		|<font size=9>&#25105;&#20204;&#22312;&#22823;<color yellow>&#23398;</color><color yellow>&#23398;</color>&#27861;&#25991;。</font>	91562f44089f238cfe316d937c2b1bcc.m4a	1		学	<font size=12>学</font> (xué)|Mots associés :|学院　　 [xuéyuàn] institut (d'étu…|法德学院 [fǎdéxuéyuàn] institut fr…|大学生　 [dàxuéshēng] étudiant(e)|大学　　 [dàxué] université|学生　　 [xuéshéng] étudiant…|同学　　 [tóngxué] camarade de cla…
学生|xuéshéng|0	<size 1.7><center>学生</center></size>	<font size=5>xuéshéng|étudiant, élève</font>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#117;&#110;(&#101;) &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;(&#101;) &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;(&#101;) (&#108;&#105;&#116;&#116;. &#100;&#101; &#70;&#114;&#97;&#110;&#99;&#101;). »</i></font>	97a9e72639dc353f3b57880b1a1ba5cf.m4a		|<font size=9>&#25105;&#26159;&#19968;&#20010;&#27861;&#22269;<color yellow>&#23398;&#29983;</color>。</font>	9fa462aceaf48a9c726553f64d673da4.m4a	1		学生	<font size=12>学生</font> (xuéshéng)||Mots associés :|学院　　 [xuéyuàn] institut (d'étu…|法德学院 [fǎdéxuéyuàn] institut fr…|大学生　 [dàxuéshēng] étudiant(e)|学　　　 [xué] apprendre…|大学　　 [dàxué] université|同学　　 [tóngxué] camarade de cla…|出生　　 [chūshēng] naître|生日　　 [shēngrì] date de naissan…
学院|xuéyuàn|0	<size 1.7><center>学院</center></size>	<center><font size=6>xuéyuàn|institut (d'études)</font></center>	b91e1ab498bedaa8cc616c7cc9c3d1f2.m4a				0		学院	<font size=12>学院</font> (xuéyuàn)||Mots associés :|法德学院 [fǎdéxuéyuàn] institut fr…|大学生　 [dàxuéshēng] étudiant(e)|学　　　 [xué] apprendre…|大学　　 [dàxué] université|学生　　 [xuéshéng] étudiant…|同学　　 [tóngxué] camarade de cla…|院　　　 [yuàn] cour…
它|tā|0	<size 1.7><center>它</center></size>	<center><font size=6>tā|il, elle (neutre)</font></center>	a9d2b00eace06e701519fe9966e7e16d.m4a				0		它	<font size=12>它</font> (tā)|Mots associés :|它们　 [tāmen] ils…|它们的 [tāmende] leur (possesseur…|它的　 [tāde] son…
它们|tāmen|0	<size 1.7><center>它们</center></size>	<center><font size=6>tāmen|ils, elles (neutre)</font></center>	f7daacb838a7bb5b3a4c98ba10583881.m4a				0		它们	<font size=12>它们</font> (tāmen)|Confusions possibles :|他们 [tāmen] ils, eux|她们 [tāmen] elles||Mots associés :|它　　 [tā] il, elle (neutre)|它们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|你们的 [nǐmende] votre…|我们的 [wǒmende] notre, nos|们　　 [men] [suffixe du pluriel]|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们　 [wǒmen] nous|你们　 [nǐmen] vous (pluriel)
它们的|tāmende|0	<size 1.7><center>它们的</center></size>	<center><font size=6>tāmende|leur (possesseur neutre)</font></center>	0c98d285db89031e631166531cee2d98.m4a				0		它们的	<font size=12>它们的</font> (tāmende)|Confusions possibles :|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…||Mots associés :|它　　 [tā] il, elle (neutre)|它们　 [tāmen] ils…|它的　 [tāde] son…|你们的 [nǐmende] votre…|我们的 [wǒmende] notre, nos|们　　 [men] [suffixe du pluriel]|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们　 [wǒmen] nous|你们　 [nǐmen] vous (pluriel)|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|你的　 [nǐde] ton, tes|我的　 [wǒde] mon, mes
它的|tāde|0	<size 1.7><center>它的</center></size>	<center><font size=6>tāde|son, sa, ses (possesseur neutre)</font></center>	c03e0bb39977e9d930508c6437ed7662.m4a				0		它的	<font size=12>它的</font> (tāde)|Confusions possibles :|他的 [tāde] son…|她的 [tāde] son…||Mots associés :|它　　 [tā] il, elle (neutre)|它们　 [tāmen] ils…|它们的 [tāmende] leur (possesseur…|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|你的　 [nǐde] ton, tes|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|我的　 [wǒde] mon, mes|她们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos
家|jiā|0	<size 1.7><center>家</center></size>	<font size=5>jiā|maison</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#110;'&#101;&#115;&#116; &#112;&#97;&#115; &#103;&#114;&#97;&#110;&#100;&#101;. »</i></font>	fd70348f5363ee5bb722bb501855e2e4.m4a		|<font size=9>&#25105;<color yellow>&#23478;</color>&#19981;&#22823;。</font>	9481b021bbf31b148949e98f91200eee.m4a	1		家	<font size=12>家</font> (jiā)|Mots associés :|家人　 [jiārén] membres de la fam…|大家好 [dàjiā hǎo] bonjour tout l…|国家　 [guójiā] pays…
家人|jiārén|0	<size 1.7><center>家人</center></size>	<center><font size=6>jiārén|membres de la famille</font></center>	0230dcc0d6297da43d6a378fd1026744.m4a				0		家人	<font size=12>家人</font> (jiārén)||Mots associés :|大家好 [dàjiā hǎo] bonjour tout l…|家　　 [jiā] maison|国家　 [guójiā] pays…|人　　 [rén] une personne|法国人 [fǎguórén] français|中国人 [zhōngguórén] un Chinois|德国人 [déguórén] un Allemand
对|duì|0	||<center><font size=9>对</font></center>|<font size=4>▸ ...<color gray>|▸ &#101;&#110; &#102;&#97;&#99;&#101; (&#101;&#110; &#99;&#111;&#109;&#112;&#111;&#115;&#105;&#116;&#105;&#111;&#110;)</font></color>	<center><font size=6>duì|juste, exact</font></center>	f95aa7f129e9183211aeb789b1709c56.m4a				0		对	<font size=12>对</font> (duì)|Mots associés :|对不起 [duìbuqǐ] excusez-moi (pou…|对　　 [duì] en face (en composit…|对不起 [duìbuqǐ] je suis désolé
对|duì|1	||<center><font size=9>对</font></center>|<font size=4>▸ ...<color gray>|▸ &#106;&#117;&#115;&#116;&#101;, &#101;&#120;&#97;&#99;&#116;</font></color>	<center><font size=6>duì|en face (en composition)</font></center>	f95aa7f129e9183211aeb789b1709c56.m4a				0		对	<font size=12>对</font> (duì)|Mots associés :|对　　 [duì] juste, exact|对不起 [duìbuqǐ] excusez-moi (pou…|对不起 [duìbuqǐ] je suis désolé
对不起|duìbuqǐ|0	||<center><font size=9>对不起</font></center>|<font size=4>▸ ...<color gray>|▸ &#101;&#120;&#99;&#117;&#115;&#101;&#122;-&#109;&#111;&#105; (&#112;&#111;&#117;&#114; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114; &#113;&#113;&#99;&#104;)</font></color>	<font size=5>duìbuqǐ|je suis désolé</font>|<font size=4><i>« &#68;&#233;&#115;&#111;&#108;&#233;, &#109;&#111;&#110; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; &#110;'&#97; &#112;&#108;&#117;&#115; &#100;&#101; &#98;&#97;&#116;&#116;&#101;&#114;&#105;&#101;. »</i></font>	23deace47cdb70312fde59ef73210c22.m4a		|<font size=9><color yellow>&#23545;&#19981;&#36215;</color>，&#25105;&#30340;&#30005;&#35805;&#27809;&#30005;&#20102;。</font>	433f260b8904ba24d846843b300bd838.m4a	1		对不起	<font size=12>对不起</font> (duìbuqǐ)|Confusions possibles :|对不起 [duìbuqǐ] excusez-moi (pou…||Mots associés :|对　　 [duì] juste, exact|对不起 [duìbuqǐ] excusez-moi (pou…|对　　 [duì] en face (en composit…|不用　 [búyòng] inutile…|不　　 [bù] ne pas (être)|不好　 [bùhǎo] (être) mauvais…
对不起|duìbuqǐ|1	||<center><font size=9>对不起</font></center>|<font size=4>▸ ...<color gray>|▸ &#106;&#101; &#115;&#117;&#105;&#115; &#100;&#233;&#115;&#111;&#108;&#233;|<i>« &#68;&#233;&#115;&#111;&#108;&#233;, &#109;&#111;&#110; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; &#110;'&#97; &#112;&#108;&#117;&#115; &#100;&#101; &#98;&#97;&#116;&#116;&#101;&#114;&#105;&#101;. »</i></font></color>	<center><font size=6>duìbuqǐ|excusez-moi (pour demander qqch)</font></center>	23deace47cdb70312fde59ef73210c22.m4a				0		对不起	<font size=12>对不起</font> (duìbuqǐ)|Confusions possibles :|对不起 [duìbuqǐ] je suis désolé||Mots associés :|对　　 [duì] juste, exact|对　　 [duì] en face (en composit…|对不起 [duìbuqǐ] je suis désolé|不用　 [búyòng] inutile…|不　　 [bù] ne pas (être)|不好　 [bùhǎo] (être) mauvais…
岁|suì|0	<size 1.7><center>岁</center></size>	<font size=5>suì|année (d'âge)</font>|<font size=4><i>« &#69;&#108;&#108;&#101; &#97; 25 &#97;&#110;&#115;. »</i></font>	329293e01a09b3a6a24b1777bc1b6d8a.m4a		|<font size=9>&#22905;&#20108;&#21313;&#20116;<color yellow>&#23681;</color>。</font>	a10a0f9c7612f8164b81efc7e688a9dd.m4a	1		岁	<font size=12>岁</font> (suì)|Mots associés :|岁数 [suìshù] âge
岁数|suìshù|0	<size 1.7><center>岁数</center></size>	<font size=5>suìshù|âge</font>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#226;&#103;&#233;&#115;. (&#108;&#105;&#116;&#116;. &#76;&#101;&#117;&#114; &#226;&#103;&#101; &#101;&#115;&#116; &#103;&#114;&#97;&#110;&#100; [&#97;&#118;&#97;&#110;&#99;&#233;]) »</i></font>	79639c5b2aaf99ccaaa64333c4d47041.m4a		|<font size=9>&#20182;&#20204;&#30340;<color yellow>&#23681;&#25968;</color>&#24456;&#22823;。</font>	59e29d41777e88c5c192f2ccda16f5f8.m4a	1		岁数	<font size=12>岁数</font> (suìshù)||Mots associés :|岁 [suì] année (d'âge)
工作|gōngzuò|0	<size 1.7><center>工作</center></size>	<font size=5>gōngzuò|travail</font>|<font size=4><i>« &#67;'&#101;&#115;&#116; &#113;&#117;&#111;&#105; &#116;&#111;&#110; &#116;&#114;&#97;&#118;&#97;&#105;&#108; ? »</i></font>	24e6b7d3737a962d569854f322ad6f35.m4a		|<font size=9>&#20320;&#30340;<color yellow>&#24037;&#20316;</color>&#26159;&#20160;&#20040;？</font>	e0bf87b64608780d01ce7e1d8dba561d.m4a	1		工作	<font size=12>工作</font> (gōngzuò)||
年|nián|0	<size 1.7><center>年</center></size>	<font size=5>nián|année</font>|<font size=4><i>« 2015 (&#97;&#110;&#110;&#233;&#101;) »</i></font>	6de71f633e440ac94006e82e8800651c.m4a		|<font size=9>&#20108;&#38646;&#19968;&#20116;<color yellow>&#24180;</color></font>	7351ba7492dd07b3f2c8ca4d160f852e.m4a	1		年	<font size=12>年</font> (nián)|Mots associés :|明年 [míngnián] l'année prochain…|今年 [jīnnián] cette année
弟弟|dìdi|0	<size 1.7><center>弟弟</center></size>	<font size=5>dìdi|petit frère</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font>	b25dd905b6f1dfdb2cda62c58d8dbf38.m4a		|<font size=9>&#25105;&#30340;&#22920;&#22920;&#26377;&#20004;&#20010;&#22992;&#22992;&#21644;&#22235;&#20010;<color yellow>&#24351;&#24351;</color>。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1		弟弟	<font size=12>弟弟</font> (dìdi)|Confusions possibles :|的 [de] [particule reliant déte…||Mots associés :|兄弟 [xiōngdì] frères
很|hěn|0	<size 1.7><center>很</center></size>	<font size=5>hěn|très (sens faible, pour qualifier un attribut de façon absolue)</font>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#226;&#103;&#233;&#115;. (&#108;&#105;&#116;&#116;. &#76;&#101;&#117;&#114; &#226;&#103;&#101; &#101;&#115;&#116; &#103;&#114;&#97;&#110;&#100; [&#97;&#118;&#97;&#110;&#99;&#233;]) »</i></font>	96f6c836a23ed80e5e7e7774f31a4394.m4a		|<font size=9>&#20182;&#20204;&#30340;&#23681;&#25968;<color yellow>&#24456;</color>&#22823;。</font>	59e29d41777e88c5c192f2ccda16f5f8.m4a	1		很	<font size=12>很</font> (hěn)|
德国|déguó|0	<size 1.7><center>德国</center></size>	<font size=5>déguó|Allemagne</font>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;, &#101;&#116; &#116;&#111;&#105;? »</i></font>	2ddb0279395d0a3bc4d07cea90b92435.m4a		|<font size=9>&#20320;&#26159;&#21738;&#22269;&#20154;？&#25105;&#26159;<color yellow>&#24503;&#22269;</color>&#20154;，&#20320;&#21602;？</font>	c35ed894c22a1c55ba2cc017aeda0573.m4a	1		德国	<font size=12>德国</font> (déguó)||Mots associés :|德国人　 [déguórén] un Allemand|德文　　 [déwén] la langue alleman…|法德学院 [fǎdéxuéyuàn] institut fr…|中国　　 [zhōngguó] la Chine|中国人　 [zhōngguórén] un Chinois|法国人　 [fǎguórén] français|法国　　 [fǎguó] France|国　　　 [guó] pays|国家　　 [guójiā] pays…
德国人|déguórén|0	<size 1.7><center>德国人</center></size>	<font size=5>déguórén|un Allemand</font>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;, &#101;&#116; &#116;&#111;&#105;? »</i></font>	6983ef13ef61b4d8c610b40d32e23540.m4a		|<font size=9>&#20320;&#26159;&#21738;&#22269;&#20154;？&#25105;&#26159;<color yellow>&#24503;&#22269;&#20154;</color>，&#20320;&#21602;？</font>	c35ed894c22a1c55ba2cc017aeda0573.m4a	1		德国人	<font size=12>德国人</font> (déguórén)||Mots associés :|德文　　 [déwén] la langue alleman…|法德学院 [fǎdéxuéyuàn] institut fr…|德国　　 [déguó] Allemagne|中国　　 [zhōngguó] la Chine|中国人　 [zhōngguórén] un Chinois|法国人　 [fǎguórén] français|法国　　 [fǎguó] France|国　　　 [guó] pays|国家　　 [guójiā] pays…|家人　　 [jiārén] membres de la fa…|人　　　 [rén] une personne
德文|déwén|0	<size 1.7><center>德文</center></size>	<center><font size=6>déwén|la langue allemande</font></center>	2bba110b4b1480d7f38a06f74d10587b.m4a				0		德文	<font size=12>德文</font> (déwén)||Mots associés :|德国人　 [déguórén] un Allemand|法德学院 [fǎdéxuéyuàn] institut fr…|德国　　 [déguó] Allemagne|文　　　 [wén] culture,langue|法文　　 [fǎwén] la langue françai…|中文　　 [zhōngwén] la langue chin…
您|nín|0	<size 1.7><center>您</center></size>	<font size=5>nín|vous</font>|<font size=4><i>« &#83;'&#105;&#108; &#118;&#111;&#117;&#115; &#112;&#108;&#97;&#238;&#116;, &#113;&#117;&#101;&#108; &#101;&#115;&#116; &#118;&#111;&#116;&#114;&#101; &#110;&#117;&#109;&#233;&#114;&#111; &#100;&#101; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; ? »</i></font>	9582ff52c6fdadb2af112105eefeb038.m4a		|<font size=9>&#35831;&#38382;<color yellow>&#24744;</color>&#30340;&#30005;&#35805;&#21495;&#30721;&#26159;&#20160;&#20040;？</font>	6d3915545a915506f676d38c584d02e2.m4a	1		您	<font size=12>您</font> (nín)|
我|wǒ|0	<size 1.7><center>我</center></size>	<font size=5>wǒ|je, moi</font>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; [&#224; &#116;&#111;&#105;], &#106;&#101; &#109;'&#97;&#112;&#112;&#101;&#108;&#108;&#101; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>	21082882c82638d29ea11052d4b709fa.m4a		|<font size=9>&#20320;&#22909;，<color yellow>&#25105;</color>&#21483;&#21016;&#23143;&#23047;。</font>	e467bc18f40616ea5db7482331a8b249.m4a	1		我	<font size=12>我</font> (wǒ)|Mots associés :|我们　 [wǒmen] nous|我的　 [wǒde] mon, mes|我们的 [wǒmende] notre, nos
我们|wǒmen|0	<size 1.7><center>我们</center></size>	<font size=5>wǒmen|nous</font>|<font size=4><i>« &#67;&#101;&#116;&#116;&#101; &#97;&#110;&#110;&#233;&#101;, &#110;&#111;&#117;&#115; &#233;&#116;&#117;&#100;&#105;&#111;&#110;&#115; &#108;&#101; &#99;&#104;&#105;&#110;&#111;&#105;&#115; &#224; &#108;'&#73;&#83;&#70;&#65;&#84;&#69;&#83;. »</i></font>	9af2c75f1c597d71642bb8dcf6dfb968.m4a		|<font size=9>&#20170;&#24180;<color yellow>&#25105;&#20204;</color>&#22312;&#27861;&#24503;&#23398;&#38498;&#23398;&#20013;&#25991;。</font>	bf3e3e36439e2de5b970865e91a8a8db.m4a	1		我们	<font size=12>我们</font> (wǒmen)||Mots associés :|我的　 [wǒde] mon, mes|我们的 [wǒmende] notre, nos|我　　 [wǒ] je, moi|它们　 [tāmen] ils…|你们的 [nǐmende] votre…|它们的 [tāmende] leur (possesseur…|们　　 [men] [suffixe du pluriel]|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|你们　 [nǐmen] vous (pluriel)
我们的|wǒmende|0	<size 1.7><center>我们的</center></size>	<center><font size=6>wǒmende|notre, nos</font></center>	068529f4e8dde808b9fc4ef8d6c46f5f.m4a				0		我们的	<font size=12>我们的</font> (wǒmende)||Mots associés :|我们　 [wǒmen] nous|我的　 [wǒde] mon, mes|我　　 [wǒ] je, moi|它们　 [tāmen] ils…|你们的 [nǐmende] votre…|它们的 [tāmende] leur (possesseur…|们　　 [men] [suffixe du pluriel]|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|你们　 [nǐmen] vous (pluriel)|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|你的　 [nǐde] ton, tes|它的　 [tāde] son…
我的|wǒde|0	<size 1.7><center>我的</center></size>	<font size=5>wǒde|mon, mes</font>|<font size=4><i>« &#77;&#101;&#115; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#115; &#115;&#111;&#110;&#116; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;&#115;. »</i></font>	2401f2b546c28f5234bce9723053bcba.m4a		|<font size=9><color yellow>&#25105;&#30340;</color>&#23398;&#29983;&#20204;&#26159;&#24503;&#22269;&#20154;。</font>	01054282c6906d46cc0583dc5f7722c6.m4a	1		我的	<font size=12>我的</font> (wǒde)||Mots associés :|我们　 [wǒmen] nous|我们的 [wǒmende] notre, nos|我　　 [wǒ] je, moi|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|它们的 [tāmende] leur (possesseur…|你的　 [nǐde] ton, tes|它的　 [tāde] son…|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…
文|wén|0	<size 1.7><center>文</center></size>	<font size=5>wén|culture,langue</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>	ee746de1c56ac58057ad4508d39e40ba.m4a		|<font size=9>&#25105;&#20204;&#22312;&#22823;&#23398;&#23398;&#27861;<color yellow>&#25991;</color>。</font>	91562f44089f238cfe316d937c2b1bcc.m4a	1		文	<font size=12>文</font> (wén)|Mots associés :|法文 [fǎwén] la langue française|中文 [zhōngwén] la langue chinoi…|德文 [déwén] la langue allemande
